dim0,dim1,y
460158.0,417946.0,45.0
460174.0,921663.0,50.0
460181.0,417223.0,45.0
460182.0,712739.0,48.0
460196.0,,42.0
460207.0,535172.0,46.0
460214.0,780623.0,49.0
460231.0,646598.0,47.0
,523519.0,46.0
,166843.0,42.0
,43872.0,41.0
460265.0,,47.0
,229937.0,43.0
460268.0,832359.0,49.0
,625140.0,47.0
460275.0,757112.0,48.0
460277.0,540888.0,46.0
460279.0,628530.0,47.0
460282.0,645947.0,47.0
460303.0,601991.0,47.0
460304.0,174958.0,42.0
460305.0,364585.0,44.0
460306.0,,44.0
,627078.0,47.0
460311.0,343009.0,44.0
460316.0,74318.0,41.0
,67484.0,41.0
460329.0,95394.0,41.0
,712384.0,48.0
,108287.0,41.0
460337.0,,46.0
,640678.0,47.0
460376.0,230301.0,43.0
460377.0,,50.0
,805750.0,49.0
,490284.0,45.0
460390.0,,49.0
,181318.0,42.0
460393.0,,43.0
,66941.0,41.0
460415.0,446048.0,45.0
,630386.0,47.0
,682804.0,48.0
460445.0,,44.0
,169898.0,42.0
460474.0,,42.0
460477.0,431859.0,45.0
460478.0,433299.0,45.0
460479.0,,48.0
,531020.0,46.0
,718162.0,48.0
460499.0,705046.0,48.0
460500.0,725208.0,48.0
460501.0,760938.0,48.0
460502.0,,47.0
460517.0,,48.0
,177097.0,42.0
,523781.0,46.0
460532.0,,43.0
460537.0,815680.0,49.0
460539.0,,44.0
460542.0,,43.0
,617780.0,47.0
460579.0,925945.0,50.0
460579.0,491707.0,45.0
460580.0,203182.0,42.0
460595.0,844038.0,49.0
460603.0,,44.0
460614.0,,42.0
460621.0,278191.0,43.0
460626.0,,42.0
,557461.0,46.0
,70692.0,41.0
460664.0,274410.0,43.0
,866873.0,50.0
,462224.0,45.0
460690.0,,44.0
460691.0,314225.0,44.0
460698.0,,47.0
460700.0,234428.0,43.0
460715.0,,48.0
,485670.0,45.0
,229182.0,43.0
460739.0,,43.0
460758.0,543867.0,46.0
,840714.0,49.0
460768.0,534308.0,46.0
460770.0,,41.0
,542551.0,46.0
460774.0,,49.0
460787.0,190073.0,42.0
,96320.0,41.0
460817.0,,46.0
460821.0,,50.0
460823.0,,47.0
460824.0,,48.0
460845.0,,48.0
460850.0,361037.0,44.0
,830588.0,49.0
460875.0,861916.0,49.0
460888.0,,49.0
460894.0,,48.0
460901.0,549622.0,46.0
460922.0,,41.0
,878924.0,50.0
,605110.0,47.0
460960.0,805633.0,49.0
460966.0,147425.0,42.0
,124992.0,41.0
460971.0,,48.0
460977.0,547844.0,46.0
,381742.0,44.0
,360323.0,44.0
461007.0,202073.0,42.0
461020.0,187174.0,42.0
461023.0,447194.0,45.0
461028.0,799939.0,49.0
461041.0,,47.0
461054.0,93918.0,41.0
461067.0,,43.0
,752597.0,48.0
461074.0,,45.0
461084.0,605231.0,47.0
,489708.0,45.0
,726520.0,48.0
461108.0,818005.0,49.0
,353345.0,44.0
461154.0,704416.0,48.0
,615259.0,47.0
461157.0,823979.0,49.0
,332467.0,44.0
,550999.0,46.0
,698662.0,48.0
461170.0,,46.0
461174.0,,47.0
461193.0,168349.0,42.0
,329685.0,44.0
461208.0,369489.0,44.0
461213.0,,50.0
461235.0,531768.0,46.0
461238.0,648574.0,47.0
461239.0,,41.0
461239.0,,46.0
461242.0,,49.0
461248.0,,45.0
461281.0,436494.0,45.0
461281.0,,44.0
461286.0,,46.0
461306.0,,42.0
461320.0,927401.0,50.0
,60180.0,41.0
461359.0,,49.0
,566114.0,46.0
461361.0,,50.0
461362.0,922039.0,50.0
461362.0,148751.0,42.0
,803475.0,49.0
,44252.0,41.0
461400.0,,48.0
461413.0,52732.0,41.0
,289121.0,43.0
,78553.0,41.0
461423.0,546467.0,46.0
,243735.0,43.0
,756939.0,48.0
461431.0,,41.0
461437.0,,47.0
461446.0,,49.0
,322684.0,44.0
461453.0,,47.0
461455.0,732124.0,48.0
461458.0,541414.0,46.0
461465.0,581968.0,46.0
461470.0,,48.0
461472.0,635857.0,47.0
461478.0,,47.0
,234382.0,43.0
,522632.0,46.0
461496.0,39839.0,41.0
,498618.0,46.0
,466957.0,45.0
461523.0,96409.0,41.0
461525.0,182700.0,42.0
461527.0,,44.0
,549126.0,46.0
461536.0,377154.0,44.0
461564.0,566056.0,46.0
461570.0,929955.0,50.0
461605.0,200997.0,42.0
461615.0,328617.0,44.0
461617.0,,44.0
,453096.0,45.0
461624.0,,43.0
461625.0,,48.0
,386031.0,44.0
,891263.0,50.0
461637.0,522128.0,46.0
,915075.0,50.0
461639.0,,45.0
461640.0,467005.0,45.0
461657.0,939127.0,50.0
,582999.0,46.0
,261122.0,43.0
461692.0,,42.0
,909535.0,50.0
,273554.0,43.0
461740.0,620839.0,47.0
,357345.0,44.0
461755.0,915643.0,50.0
,801949.0,49.0
461767.0,,42.0
461769.0,,47.0
,351117.0,44.0
461774.0,353079.0,44.0
461779.0,,44.0
461783.0,,44.0
461792.0,138670.0,42.0
,883233.0,50.0
,237330.0,43.0
,526943.0,46.0
461801.0,922694.0,50.0
,429905.0,45.0
,259344.0,43.0
461807.0,565005.0,46.0
461816.0,379332.0,44.0
461821.0,,42.0
461827.0,372763.0,44.0
461839.0,607518.0,47.0
461844.0,70365.0,41.0
461875.0,474565.0,45.0
461879.0,853121.0,49.0
,316986.0,44.0
461882.0,266291.0,43.0
461882.0,,47.0
,914732.0,50.0
,633770.0,47.0
461896.0,264908.0,43.0
461897.0,180553.0,42.0
,59703.0,41.0
461912.0,641820.0,47.0
,384395.0,44.0
461914.0,,41.0
461918.0,360519.0,44.0
461935.0,,44.0
,809774.0,49.0
461939.0,,47.0
,249187.0,43.0
,899983.0,50.0
461970.0,693728.0,48.0
,431968.0,45.0
461982.0,647990.0,47.0
461992.0,,50.0
462000.0,,44.0
,696238.0,48.0
,662456.0,47.0
,238957.0,43.0
462024.0,,45.0
462037.0,245423.0,43.0
462040.0,925670.0,50.0
462046.0,381632.0,44.0
462084.0,65971.0,41.0
,162316.0,42.0
462122.0,894132.0,50.0
,362205.0,44.0
462133.0,,47.0
462137.0,,42.0
462138.0,,48.0
462139.0,843828.0,49.0
462146.0,,49.0
,240654.0,43.0
,900369.0,50.0
462163.0,,50.0
462168.0,263929.0,43.0
462186.0,653671.0,47.0
462189.0,,41.0
462198.0,,42.0
,457651.0,45.0
,506719.0,46.0
462231.0,879002.0,50.0
462238.0,118307.0,41.0
462242.0,,45.0
,84767.0,41.0
,644126.0,47.0
462248.0,833167.0,49.0
462249.0,299923.0,43.0
462250.0,,43.0
,883345.0,50.0
462264.0,751737.0,48.0
462278.0,640175.0,47.0
,737197.0,48.0
462288.0,909624.0,50.0
,154582.0,42.0
,356138.0,44.0
462323.0,618468.0,47.0
462324.0,523710.0,46.0
,688530.0,48.0
462328.0,,45.0
462335.0,559536.0,46.0
462336.0,,46.0
462338.0,701552.0,48.0
462357.0,388608.0,44.0
462362.0,,43.0
462369.0,170332.0,42.0
,820057.0,49.0
462385.0,892682.0,50.0
462393.0,807517.0,49.0
,168212.0,42.0
,266433.0,43.0
462413.0,455745.0,45.0
,263278.0,43.0
462427.0,356223.0,44.0
462430.0,,44.0
462433.0,,48.0
462457.0,,48.0
,815774.0,49.0
462497.0,173256.0,42.0
462499.0,,46.0
462501.0,465678.0,45.0
462502.0,,49.0
,426593.0,45.0
462521.0,99961.0,41.0
462522.0,,41.0
462523.0,840400.0,49.0
462525.0,,50.0
,343924.0,44.0
462541.0,932058.0,50.0
,260733.0,43.0
462553.0,548358.0,46.0
462577.0,103898.0,41.0
,163945.0,42.0
,439720.0,45.0
,734931.0,48.0
,73997.0,41.0
462594.0,721762.0,48.0
,929450.0,50.0
462625.0,,47.0
,622113.0,47.0
462641.0,194022.0,42.0
,682107.0,48.0
462650.0,190085.0,42.0
462667.0,160506.0,42.0
462667.0,,44.0
462673.0,267619.0,43.0
,173381.0,42.0
462684.0,,45.0
462690.0,732613.0,48.0
462698.0,606957.0,47.0
,246133.0,43.0
,347714.0,44.0
462702.0,,50.0
,731256.0,48.0
,356244.0,44.0
462720.0,453563.0,45.0
,521057.0,46.0
462734.0,,49.0
,65703.0,41.0
462744.0,467405.0,45.0
462750.0,,41.0
,404523.0,45.0
,263617.0,43.0
462766.0,779405.0,49.0
,184868.0,42.0
462772.0,,42.0
,945744.0,50.0
462781.0,150339.0,42.0
462790.0,806794.0,49.0
,892009.0,50.0
462796.0,,43.0
,248154.0,43.0
,329701.0,44.0
,529985.0,46.0
462812.0,885777.0,50.0
462814.0,,47.0
462817.0,,50.0
,92067.0,41.0
462822.0,432894.0,45.0
462843.0,371462.0,44.0
462852.0,836497.0,49.0
462875.0,,50.0
462894.0,,46.0
462900.0,,43.0
462902.0,150724.0,42.0
462923.0,,45.0
462924.0,,45.0
,137540.0,42.0
462932.0,,49.0
462933.0,887132.0,50.0
462948.0,123700.0,41.0
,759582.0,48.0
462967.0,109074.0,41.0
,198906.0,42.0
462991.0,458311.0,45.0
462996.0,351318.0,44.0
,719981.0,48.0
463014.0,562436.0,46.0
463015.0,,49.0
463021.0,446830.0,45.0
463030.0,,47.0
463035.0,884819.0,50.0
,39210.0,41.0
,717610.0,48.0
463053.0,778939.0,49.0
463055.0,646035.0,47.0
,364979.0,44.0
463062.0,218916.0,42.0
463068.0,889853.0,50.0
463072.0,,44.0
463080.0,,47.0
463083.0,592453.0,47.0
463085.0,,44.0
463096.0,814435.0,49.0
463099.0,,42.0
463105.0,,44.0
463109.0,,48.0
463118.0,41554.0,41.0
463122.0,533397.0,46.0
463129.0,353588.0,44.0
463134.0,,50.0
463140.0,,46.0
463142.0,,44.0
,351344.0,44.0
,198059.0,42.0
,157666.0,42.0
,254278.0,43.0
463163.0,487254.0,45.0
463167.0,226416.0,43.0
463172.0,,41.0
463183.0,39141.0,41.0
463184.0,135315.0,42.0
,114432.0,41.0
463188.0,,43.0
,97235.0,41.0
463204.0,547431.0,46.0
463206.0,,41.0
463223.0,520354.0,46.0
463224.0,,47.0
,327892.0,44.0
463243.0,,43.0
463262.0,,45.0
,99686.0,41.0
463272.0,532960.0,46.0
,456140.0,45.0
463283.0,,48.0
,937442.0,50.0
463310.0,,50.0
,346912.0,44.0
463329.0,347792.0,44.0
463334.0,906317.0,50.0
,53696.0,41.0
,395652.0,44.0
463338.0,,41.0
463346.0,,45.0
463350.0,477962.0,45.0
463361.0,353349.0,44.0
463372.0,465655.0,45.0
463374.0,,45.0
463374.0,71465.0,41.0
463385.0,258415.0,43.0
463397.0,,45.0
463402.0,,41.0
463427.0,,44.0
463432.0,180313.0,42.0
463433.0,,42.0
463437.0,,42.0
463447.0,770017.0,48.0
463473.0,647302.0,47.0
463474.0,265056.0,43.0
463477.0,,46.0
463479.0,,44.0
,235478.0,43.0
463490.0,114231.0,41.0
463498.0,339309.0,44.0
463503.0,,43.0
463505.0,369127.0,44.0
463518.0,828897.0,49.0
,348918.0,44.0
463519.0,387614.0,44.0
463533.0,166136.0,42.0
,642582.0,47.0
,360657.0,44.0
463541.0,956009.0,50.0
463549.0,,45.0
463555.0,,50.0
463556.0,660107.0,47.0
,74397.0,41.0
463564.0,503662.0,46.0
463566.0,,44.0
463576.0,623882.0,47.0
463606.0,96807.0,41.0
,469076.0,45.0
463621.0,461348.0,45.0
463621.0,,46.0
,699955.0,48.0
463635.0,,49.0
463638.0,,47.0
463640.0,470161.0,45.0
,437676.0,45.0
,848813.0,49.0
463641.0,89163.0,41.0
463645.0,,49.0
463649.0,585125.0,46.0
463654.0,,50.0
463660.0,657203.0,47.0
,465798.0,45.0
463665.0,540369.0,46.0
463683.0,,42.0
463699.0,281958.0,43.0
463719.0,124837.0,41.0
463735.0,,41.0
463742.0,,49.0
,827978.0,49.0
463763.0,199162.0,42.0
,521020.0,46.0
,168337.0,42.0
,256173.0,43.0
,738295.0,48.0
,234167.0,43.0
463801.0,306049.0,43.0
463813.0,,48.0
463819.0,648841.0,47.0
463820.0,,49.0
463831.0,268791.0,43.0
,280193.0,43.0
463838.0,794461.0,49.0
463848.0,278588.0,43.0
463856.0,,46.0
,276385.0,43.0
,441482.0,45.0
463875.0,55163.0,41.0
463882.0,,50.0
463893.0,,43.0
463893.0,572545.0,46.0
463915.0,,44.0
463919.0,,46.0
,601025.0,47.0
463920.0,,41.0
,337808.0,44.0
463934.0,873143.0,50.0
463935.0,534318.0,46.0
463944.0,,42.0
463946.0,,41.0
,720730.0,48.0
463947.0,222750.0,43.0
,655258.0,47.0
463970.0,754164.0,48.0
,194687.0,42.0
463974.0,374470.0,44.0
,415921.0,45.0
,86173.0,41.0
463996.0,727014.0,48.0
464002.0,928146.0,50.0
464005.0,,46.0
464007.0,,44.0
464008.0,520539.0,46.0
,573319.0,46.0
,451949.0,45.0
464023.0,907937.0,50.0
,184123.0,42.0
464034.0,726881.0,48.0
,836012.0,49.0
464056.0,364414.0,44.0
,279059.0,43.0
,467479.0,45.0
464082.0,,45.0
,410172.0,45.0
,619374.0,47.0
,470585.0,45.0
464102.0,,49.0
464107.0,458037.0,45.0
464111.0,500013.0,46.0
464118.0,225058.0,43.0
464121.0,61669.0,41.0
464125.0,345943.0,44.0
464130.0,718530.0,48.0
,252585.0,43.0
464143.0,903720.0,50.0
464149.0,432281.0,45.0
464156.0,780568.0,49.0
464161.0,,49.0
464163.0,,48.0
464177.0,354103.0,44.0
464189.0,,46.0
464198.0,853060.0,49.0
,553782.0,46.0
464214.0,900122.0,50.0
464230.0,566904.0,46.0
464233.0,,43.0
,161037.0,42.0
,853604.0,49.0
,306342.0,43.0
,185080.0,42.0
464251.0,,46.0
464255.0,554997.0,46.0
,352399.0,44.0
464259.0,64668.0,41.0
,80094.0,41.0
464276.0,628608.0,47.0
,173257.0,42.0
464303.0,433780.0,45.0
464326.0,508692.0,46.0
464328.0,364626.0,44.0
464332.0,,48.0
464334.0,,44.0
464345.0,287146.0,43.0
464346.0,,50.0
464358.0,232589.0,43.0
,516469.0,46.0
464368.0,262153.0,43.0
464376.0,128898.0,42.0
,70621.0,41.0
,186589.0,42.0
464417.0,415245.0,45.0
,464825.0,45.0
464427.0,,50.0
,821713.0,49.0
464440.0,385877.0,44.0
464451.0,,47.0
,186465.0,42.0
464454.0,,43.0
,450418.0,45.0
464481.0,473377.0,45.0
464484.0,,50.0
,122107.0,41.0
464492.0,302654.0,43.0
464496.0,,46.0
464498.0,,47.0
464516.0,,42.0
464519.0,,45.0
,566729.0,46.0
464549.0,27210.0,41.0
,359518.0,44.0
464550.0,,48.0
,851326.0,49.0
,741914.0,48.0
464572.0,557035.0,46.0
,423611.0,45.0
464606.0,,46.0
,103166.0,41.0
,204183.0,42.0
464609.0,,44.0
464612.0,,43.0
464614.0,,50.0
464615.0,844219.0,49.0
464616.0,,45.0
,465166.0,45.0
,375802.0,44.0
464626.0,292299.0,43.0
464639.0,,49.0
,573615.0,46.0
464642.0,340624.0,44.0
464649.0,675692.0,47.0
464651.0,,44.0
464676.0,109101.0,41.0
,200997.0,42.0
464726.0,904501.0,50.0
,936059.0,50.0
464728.0,,47.0
,90530.0,41.0
464736.0,409469.0,45.0
464770.0,161418.0,42.0
464782.0,667141.0,47.0
,624612.0,47.0
,448991.0,45.0
464794.0,82177.0,41.0
464794.0,,45.0
464794.0,719795.0,48.0
,526542.0,46.0
,634326.0,47.0
464815.0,401591.0,44.0
,572975.0,46.0
464831.0,821791.0,49.0
464837.0,,42.0
,620064.0,47.0
464840.0,341815.0,44.0
,458103.0,45.0
,96725.0,41.0
464854.0,553887.0,46.0
,126375.0,41.0
,942073.0,50.0
,152312.0,42.0
464867.0,,50.0
464880.0,225267.0,43.0
,822853.0,49.0
,549592.0,46.0
464895.0,,46.0
464917.0,,46.0
,570089.0,46.0
464956.0,,47.0
464956.0,969746.0,50.0
,262835.0,43.0
464963.0,,46.0
464985.0,821429.0,49.0
,319279.0,44.0
,525924.0,46.0
464989.0,,42.0
,265180.0,43.0
465011.0,,49.0
465012.0,522768.0,46.0
,627595.0,47.0
465030.0,,43.0
,430818.0,45.0
,910917.0,50.0
465065.0,,43.0
465067.0,,50.0
465067.0,,46.0
465069.0,857830.0,49.0
465069.0,910745.0,50.0
465085.0,,45.0
465096.0,,47.0
465115.0,,41.0
465116.0,444279.0,45.0
465119.0,148137.0,42.0
,827630.0,49.0
465134.0,891776.0,50.0
465138.0,181214.0,42.0
465151.0,204731.0,42.0
465163.0,133835.0,42.0
465169.0,,48.0
465170.0,,50.0
465170.0,283030.0,43.0
465172.0,531524.0,46.0
,837339.0,49.0
465176.0,274969.0,43.0
,370531.0,44.0
,193851.0,42.0
465194.0,860563.0,49.0
465199.0,901748.0,50.0
465215.0,,43.0
465227.0,,42.0
465229.0,,41.0
,361641.0,44.0
465255.0,262722.0,43.0
465273.0,,45.0
465283.0,282466.0,43.0
465287.0,,45.0
465289.0,143270.0,42.0
,663529.0,47.0
465294.0,359510.0,44.0
465295.0,699593.0,48.0
,918041.0,50.0
465301.0,281795.0,43.0
,691613.0,48.0
465334.0,646393.0,47.0
465356.0,,46.0
465363.0,,42.0
465383.0,,45.0
465387.0,,45.0
,177238.0,42.0
465392.0,,48.0
465396.0,,42.0
465408.0,,44.0
465414.0,642479.0,47.0
465429.0,,42.0
,894667.0,50.0
465464.0,696439.0,48.0
465470.0,735425.0,48.0
465472.0,,41.0
465477.0,93121.0,41.0
465483.0,553138.0,46.0
465497.0,295100.0,43.0
465503.0,908956.0,50.0
465504.0,467071.0,45.0
465504.0,705489.0,48.0
465505.0,,44.0
465517.0,,41.0
,898839.0,50.0
465532.0,854120.0,49.0
465536.0,,41.0
465565.0,214508.0,42.0
465566.0,717317.0,48.0
,516287.0,46.0
,704476.0,48.0
465570.0,,44.0
465576.0,893191.0,50.0
465612.0,390125.0,44.0
,273548.0,43.0
,624458.0,47.0
,801321.0,49.0
465626.0,578254.0,46.0
465628.0,,48.0
,106565.0,41.0
465650.0,,45.0
465655.0,,49.0
465659.0,912281.0,50.0
465675.0,,46.0
465694.0,,46.0
,721650.0,48.0
465704.0,901782.0,50.0
465710.0,359229.0,44.0
,816090.0,49.0
465714.0,,43.0
465731.0,,43.0
465746.0,,44.0
465755.0,449598.0,45.0
,289025.0,43.0
465769.0,,49.0
465771.0,608870.0,47.0
465771.0,802189.0,49.0
465780.0,284404.0,43.0
,281952.0,43.0
465783.0,825752.0,49.0
,344096.0,44.0
465800.0,923935.0,50.0
,928664.0,50.0
465815.0,,41.0
465833.0,46112.0,41.0
,862974.0,49.0
465853.0,234730.0,43.0
465863.0,642939.0,47.0
,392228.0,44.0
465868.0,,45.0
,757796.0,48.0
465874.0,197205.0,42.0
,88998.0,41.0
,205588.0,42.0
465896.0,,45.0
465900.0,128346.0,42.0
,104375.0,41.0
465918.0,,45.0
465924.0,904893.0,50.0
465926.0,550198.0,46.0
465928.0,,44.0
,280295.0,43.0
465935.0,370929.0,44.0
465936.0,806660.0,49.0
465941.0,489443.0,45.0
465947.0,,48.0
,161212.0,42.0
465973.0,,43.0
465987.0,,47.0
466012.0,,47.0
466016.0,,47.0
466028.0,246156.0,43.0
466032.0,743895.0,48.0
,109800.0,41.0
466068.0,,48.0
466070.0,412244.0,45.0
,352449.0,44.0
466077.0,,48.0
466080.0,,45.0
466085.0,244572.0,43.0
466106.0,,43.0
466111.0,824222.0,49.0
,64210.0,41.0
,273602.0,43.0
,531737.0,46.0
,102221.0,41.0
466154.0,861881.0,49.0
466170.0,542756.0,46.0
,329536.0,44.0
,813841.0,49.0
466172.0,,50.0
,360651.0,44.0
466184.0,,49.0
,133637.0,42.0
466194.0,,45.0
466214.0,73649.0,41.0
466225.0,255067.0,43.0
466234.0,,41.0
,457071.0,45.0
,944843.0,50.0
,723842.0,48.0
,600980.0,47.0
,590747.0,47.0
466276.0,,42.0
466280.0,,47.0
466287.0,,43.0
466288.0,378360.0,44.0
,438435.0,45.0
466292.0,447360.0,45.0
,423250.0,45.0
,421097.0,45.0
466351.0,,45.0
,720052.0,48.0
466353.0,,43.0
466368.0,,46.0
466373.0,,46.0
,366842.0,44.0
466380.0,,49.0
466389.0,,45.0
466391.0,423020.0,45.0
466417.0,270764.0,43.0
466420.0,,41.0
466421.0,,43.0
466433.0,399874.0,44.0
466455.0,,50.0
466456.0,859282.0,49.0
466463.0,,44.0
,910272.0,50.0
,832776.0,49.0
466478.0,805987.0,49.0
,540131.0,46.0
466483.0,265816.0,43.0
466487.0,,41.0
466505.0,603999.0,47.0
,751156.0,48.0
466508.0,,43.0
,951122.0,50.0
466516.0,476771.0,45.0
,332127.0,44.0
466532.0,,47.0
466539.0,85203.0,41.0
466540.0,629736.0,47.0
,332921.0,44.0
466544.0,,45.0
466566.0,333963.0,44.0
,740636.0,48.0
,431872.0,45.0
466589.0,,43.0
466608.0,424186.0,45.0
,906297.0,50.0
466617.0,,44.0
466627.0,363105.0,44.0
,523819.0,46.0
466661.0,441878.0,45.0
466662.0,,44.0
466670.0,924141.0,50.0
,306760.0,43.0
466686.0,,48.0
466687.0,,50.0
466688.0,,48.0
,630290.0,47.0
,359561.0,44.0
466701.0,379076.0,44.0
,328814.0,44.0
466740.0,796418.0,49.0
,525497.0,46.0
466753.0,,41.0
466756.0,,46.0
466770.0,,44.0
466770.0,340260.0,44.0
,951943.0,50.0
466788.0,,49.0
466795.0,204080.0,42.0
466798.0,,41.0
466809.0,,49.0
466813.0,643027.0,47.0
466813.0,243631.0,43.0
466825.0,198487.0,42.0
,605954.0,47.0
466826.0,,44.0
,158034.0,42.0
466832.0,927246.0,50.0
466836.0,278740.0,43.0
466850.0,648167.0,47.0
466853.0,,43.0
466868.0,878032.0,50.0
,528743.0,46.0
466872.0,,49.0
,367449.0,44.0
466884.0,199351.0,42.0
466891.0,914623.0,50.0
466897.0,,47.0
,888322.0,50.0
466914.0,280825.0,43.0
466917.0,621307.0,47.0
466930.0,553967.0,46.0
466931.0,548119.0,46.0
466963.0,,49.0
466970.0,125353.0,41.0
466975.0,,41.0
467001.0,,47.0
467001.0,,43.0
467006.0,,48.0
467033.0,,43.0
,894676.0,50.0
467036.0,200185.0,42.0
,382030.0,44.0
,380896.0,44.0
,952747.0,50.0
467099.0,693678.0,48.0
467105.0,,50.0
467106.0,681581.0,48.0
467109.0,455520.0,45.0
467110.0,892847.0,50.0
,546507.0,46.0
467146.0,300365.0,43.0
467148.0,,45.0
467150.0,,50.0
467153.0,563923.0,46.0
467156.0,524631.0,46.0
467180.0,403457.0,44.0
,732674.0,48.0
467228.0,287164.0,43.0
467236.0,,48.0
467241.0,,47.0
467243.0,,50.0
467247.0,277361.0,43.0
467261.0,541737.0,46.0
467278.0,459232.0,45.0
,422002.0,45.0
467286.0,,50.0
467287.0,,43.0
467298.0,703975.0,48.0
467319.0,268474.0,43.0
,434127.0,45.0
467348.0,77644.0,41.0
467354.0,866306.0,50.0
,57788.0,41.0
467358.0,525654.0,46.0
467376.0,798804.0,49.0
467388.0,826793.0,49.0
467398.0,392961.0,44.0
467398.0,447418.0,45.0
467422.0,434022.0,45.0
,193010.0,42.0
,892711.0,50.0
467438.0,,50.0
467440.0,,47.0
467455.0,642491.0,47.0
,542234.0,46.0
467472.0,801180.0,49.0
467482.0,,45.0
467483.0,88519.0,41.0
,247917.0,43.0
467493.0,356501.0,44.0
467494.0,449857.0,45.0
467509.0,741127.0,48.0
467513.0,92759.0,41.0
467517.0,738092.0,48.0
467535.0,,46.0
467538.0,,45.0
467552.0,759450.0,48.0
467555.0,,41.0
467557.0,,49.0
467557.0,939793.0,50.0
,464136.0,45.0
467588.0,278028.0,43.0
467595.0,,47.0
467597.0,,44.0
467600.0,,43.0
,257787.0,43.0
467621.0,714172.0,48.0
,247175.0,43.0
,900676.0,50.0
467656.0,,42.0
467660.0,,43.0
467669.0,556316.0,46.0
467684.0,,46.0
,463006.0,45.0
467691.0,,45.0
467693.0,944498.0,50.0
467701.0,,42.0
,196368.0,42.0
467753.0,898548.0,50.0
467777.0,353961.0,44.0
467791.0,317737.0,44.0
,531825.0,46.0
,351342.0,44.0
,175833.0,42.0
467826.0,,41.0
467830.0,,41.0
467847.0,882131.0,50.0
467849.0,251148.0,43.0
467864.0,426462.0,45.0
467866.0,743740.0,48.0
467870.0,906212.0,50.0
467876.0,511599.0,46.0
,631305.0,47.0
467880.0,908466.0,50.0
467882.0,140558.0,42.0
467897.0,,49.0
467905.0,112432.0,41.0
467906.0,,43.0
,757589.0,48.0
467909.0,,43.0
467918.0,,44.0
467933.0,555417.0,46.0
467947.0,,49.0
467950.0,,42.0
467960.0,199939.0,42.0
467961.0,,49.0
467962.0,717541.0,48.0
,299013.0,43.0
467982.0,359405.0,44.0
467998.0,,49.0
467998.0,808392.0,49.0
467999.0,79090.0,41.0
468006.0,580771.0,46.0
468010.0,348509.0,44.0
468014.0,192540.0,42.0
,711221.0,48.0
468019.0,,48.0
468038.0,,50.0
468053.0,508543.0,46.0
,277326.0,43.0
468055.0,,46.0
,89662.0,41.0
468066.0,513952.0,46.0
468069.0,705215.0,48.0
468075.0,529270.0,46.0
468085.0,181227.0,42.0
,539011.0,46.0
468101.0,,42.0
,71677.0,41.0
468121.0,,41.0
468122.0,914665.0,50.0
468129.0,732399.0,48.0
468134.0,611976.0,47.0
468141.0,922048.0,50.0
468162.0,,50.0
468169.0,,46.0
468191.0,192491.0,42.0
468192.0,,43.0
468194.0,580198.0,46.0
468203.0,804312.0,49.0
468208.0,819441.0,49.0
468214.0,,41.0
468225.0,904190.0,50.0
468229.0,93977.0,41.0
468233.0,272863.0,43.0
,759407.0,48.0
468239.0,727868.0,48.0
,366655.0,44.0
468246.0,910586.0,50.0
468249.0,,41.0
468278.0,607677.0,47.0
468284.0,646891.0,47.0
,167038.0,42.0
468291.0,,45.0
468295.0,552992.0,46.0
,820435.0,49.0
468300.0,549046.0,46.0
468308.0,436728.0,45.0
,100370.0,41.0
468318.0,378196.0,44.0
468329.0,279519.0,43.0
468330.0,,50.0
,800324.0,49.0
,191587.0,42.0
468334.0,,46.0
,375023.0,44.0
,298094.0,43.0
468343.0,,49.0
,856265.0,49.0
,372796.0,44.0
468370.0,902096.0,50.0
468374.0,,46.0
468375.0,,45.0
,234282.0,43.0
,932007.0,50.0
468410.0,,50.0
468413.0,335422.0,44.0
,873191.0,50.0
,909664.0,50.0
468463.0,276218.0,43.0
468492.0,,45.0
468502.0,,50.0
468519.0,,45.0
468531.0,,46.0
